Accident_ID,Accident_Severity,Accident_Date,Latitude,Longitude,Light_Conditions,District_Area,Number_of_Casualties,Number_of_Vehicles,Vehicle_Type,Road_Surface_Conditions,Road_Type,Urban_or_Rural
BD202300815,Slight,11-11-2023,23.565536,90.510121,Darkness - lights lit,Narayanganj,5,5,Bus,Slippery,Single lane,Urban
BD202300816,Fatal,26-12-2023,23.455013,91.14017,Daylight,Comilla,10,3,Motorcycle,Slippery,Single lane,Rural
BD202300817,Slight,06-03-2023,23.223903,89.122554,Daylight,Jessore,6,2,Van,Wet or damp,Single lane,Urban
BD202300818,Slight,12-07-2023,23.557779,91.088871,Darkness - no lights,Comilla,10,4,Rickshaw,Under construction,Narrow road,Urban
BD202300819,Serious,26-12-2023,22.411514,91.751575,Darkness - lights lit,Chattogram,7,4,Car,Under construction,Dual carriage,Urban
BD202300820,Serious,31-03-2023,23.696652,90.398201,Daylight,Narayanganj,1,4,Motorcycle,Wet or damp,Narrow road,Urban
BD202300821,Fatal,15-06-2023,23.141644,89.180506,Darkness - lights lit,Jessore,2,2,Bicycle,Wet or damp,Single lane,Urban
BD202300822,Slight,22-01-2023,22.455531,91.899732,Daylight,Chattogram,9,2,Rickshaw,Dry,Narrow road,Urban
BD202300823,Slight,06-01-2023,23.846961,89.150987,Darkness - lights lit,Kushtia,6,1,Bus,Under construction,Dual carriage,Urban
BD202300824,Fatal,20-02-2023,22.989104,91.30585,Darkness - no lights,Feni,7,2,Bicycle,Under construction,Dual carriage,Rural
BD202300825,Fatal,03-10-2023,22.634556,90.47092,Darkness - no lights,Barisal,7,4,Bus,Dry,Dual carriage,Urban
BD202300826,Serious,01-05-2023,23.899546,89.029992,Darkness - lights lit,Kushtia,4,5,Bus,Wet or damp,Narrow road,Urban
BD202300827,Slight,17-02-2023,24.837858,91.813104,Daylight,Sylhet,9,5,Car,Slippery,Single lane,Urban
BD202300828,Serious,07-11-2023,22.984183,91.349332,Darkness - no lights,Feni,9,5,Pickup,Wet or damp,Single lane,Urban
BD202300829,Slight,28-04-2023,23.900002,89.03976,Darkness - no lights,Kushtia,9,1,Truck,Under construction,Dual carriage,Urban
BD202300830,Fatal,29-07-2023,22.666346,90.250376,Darkness - lights lit,Barisal,2,1,Van,Under construction,Single lane,Urban
BD202300831,Slight,21-01-2023,23.244642,89.147701,Darkness - no lights,Jessore,6,5,Truck,Dry,Single lane,Rural
BD202300832,Fatal,22-04-2023,23.67498,90.464292,Darkness - no lights,Narayanganj,6,1,Truck,Under construction,Single lane,Rural
BD202300833,Serious,22-02-2023,22.811579,91.049703,Darkness - lights lit,Noakhali,1,2,Bus,Under construction,Dual carriage,Rural
BD202300834,Slight,14-08-2023,23.849588,90.495191,Darkness - no lights,Dhaka,3,4,Van,Dry,Dual carriage,Urban
BD202300835,Slight,04-02-2023,23.420054,91.119032,Darkness - no lights,Comilla,10,3,Van,Under construction,Single lane,Rural
BD202300836,Fatal,28-08-2023,22.393188,91.710037,Daylight,Chattogram,1,3,Rickshaw,Wet or damp,Single lane,Urban
BD202300837,Fatal,19-02-2023,22.844668,91.002463,Daylight,Noakhali,4,5,Pickup,Wet or damp,Dual carriage,Rural
BD202300838,Slight,02-07-2023,24.030027,89.237018,Daylight,Pabna,8,4,Truck,Wet or damp,Dual carriage,Urban
BD202300839,Slight,17-03-2023,23.546381,90.536185,Darkness - lights lit,Narayanganj,4,1,Rickshaw,Under construction,Dual carriage,Urban
BD202300840,Fatal,19-03-2023,25.733211,89.207308,Darkness - lights lit,Rangpur,6,1,Van,Wet or damp,Single lane,Rural
BD202300841,Serious,11-09-2023,23.433477,91.179005,Darkness - no lights,Comilla,9,5,Van,Dry,Narrow road,Rural
BD202300842,Serious,17-01-2023,22.619311,90.463326,Darkness - lights lit,Barisal,1,5,Car,Wet or damp,Narrow road,Rural
BD202300843,Serious,29-05-2023,24.039112,89.138408,Darkness - lights lit,Pabna,9,2,Truck,Slippery,Single lane,Rural
BD202300844,Serious,30-08-2023,24.065572,90.377413,Daylight,Gazipur,8,3,Pickup,Wet or damp,Narrow road,Rural
BD202300845,Serious,08-10-2023,23.92836,89.066314,Darkness - lights lit,Kushtia,1,3,Pickup,Dry,Narrow road,Urban
BD202300846,Serious,08-06-2023,23.028681,91.442322,Darkness - lights lit,Feni,4,3,Car,Dry,Dual carriage,Rural
BD202300847,Fatal,18-04-2023,23.177109,89.157822,Daylight,Jessore,8,5,Truck,Dry,Single lane,Urban
BD202300848,Slight,22-03-2023,23.761041,90.384387,Darkness - lights lit,Dhaka,8,3,Bicycle,Slippery,Dual carriage,Urban
BD202300849,Fatal,08-07-2023,25.672902,89.236237,Darkness - lights lit,Rangpur,5,3,Rickshaw,Wet or damp,Single lane,Rural
BD202300850,Serious,15-04-2023,23.847171,90.491903,Darkness - no lights,Dhaka,6,3,Truck,Dry,Dual carriage,Rural
BD202300851,Slight,01-11-2023,23.967516,90.356062,Darkness - no lights,Gazipur,7,2,Bicycle,Under construction,Single lane,Urban
BD202300852,Serious,17-11-2023,23.233229,89.313769,Daylight,Jessore,10,1,Bicycle,Slippery,Single lane,Rural
BD202300853,Fatal,15-03-2023,23.988004,89.120257,Darkness - no lights,Pabna,4,4,Bus,Under construction,Single lane,Rural
BD202300854,Serious,20-02-2023,22.739992,90.421668,Darkness - no lights,Barisal,3,3,Bicycle,Under construction,Narrow road,Urban
BD202300855,Slight,19-07-2023,24.650705,90.443107,Darkness - no lights,Mymensingh,5,4,Motorcycle,Dry,Narrow road,Urban
BD202300856,Serious,10-12-2023,23.827974,90.38339,Darkness - no lights,Dhaka,10,1,Car,Dry,Single lane,Urban
BD202300857,Serious,07-02-2023,23.512753,91.163663,Darkness - no lights,Comilla,4,4,Bus,Wet or damp,Single lane,Urban
BD202300858,Slight,28-05-2023,23.658955,90.504508,Darkness - lights lit,Narayanganj,10,2,Car,Under construction,Single lane,Rural
BD202300859,Fatal,29-06-2023,23.955693,89.25936,Darkness - lights lit,Pabna,1,4,Rickshaw,Slippery,Single lane,Rural
BD202300860,Fatal,01-12-2023,23.857682,90.526237,Darkness - no lights,Dhaka,4,5,Bus,Slippery,Single lane,Rural
BD202300861,Fatal,11-08-2023,24.826022,89.265473,Daylight,Bogura,4,2,Truck,Wet or damp,Narrow road,Urban
BD202300862,Fatal,03-10-2023,24.947594,89.399714,Darkness - no lights,Bogura,4,2,Truck,Wet or damp,Dual carriage,Urban
BD202300863,Serious,15-02-2023,24.93929,89.274919,Darkness - lights lit,Bogura,4,5,Truck,Dry,Single lane,Rural
BD202300864,Fatal,05-02-2023,22.669407,90.265645,Darkness - no lights,Barisal,2,1,Bicycle,Dry,Single lane,Rural
BD202300865,Serious,01-11-2023,23.877402,90.503782,Darkness - lights lit,Dhaka,9,3,Bus,Under construction,Narrow road,Urban
BD202300866,Slight,11-07-2023,23.909262,89.044585,Daylight,Kushtia,4,4,Car,Wet or damp,Dual carriage,Urban
BD202300867,Slight,21-11-2023,23.735724,90.433659,Darkness - lights lit,Dhaka,4,5,Motorcycle,Under construction,Narrow road,Urban
BD202300868,Fatal,16-01-2023,23.464075,91.227649,Darkness - lights lit,Comilla,4,3,Van,Under construction,Single lane,Rural
BD202300869,Slight,19-04-2023,24.211041,89.893268,Daylight,Tangail,4,2,Motorcycle,Under construction,Dual carriage,Rural
BD202300870,Slight,09-08-2023,24.154272,89.943134,Darkness - no lights,Tangail,3,4,Pickup,Dry,Single lane,Urban
BD202300871,Serious,06-11-2023,22.685629,90.454244,Darkness - lights lit,Barisal,4,3,Motorcycle,Wet or damp,Dual carriage,Rural
BD202300872,Slight,11-01-2023,24.278357,89.892387,Daylight,Tangail,5,2,Rickshaw,Wet or damp,Dual carriage,Rural
BD202300873,Slight,03-11-2023,23.953718,90.517268,Darkness - no lights,Gazipur,3,3,Motorcycle,Wet or damp,Dual carriage,Urban
BD202300874,Fatal,22-07-2023,23.909253,89.192259,Darkness - lights lit,Pabna,1,5,Rickshaw,Under construction,Narrow road,Urban
BD202300875,Fatal,20-04-2023,22.934301,89.577268,Darkness - no lights,Khulna,1,4,Rickshaw,Wet or damp,Dual carriage,Urban
BD202300876,Serious,15-09-2023,25.750444,89.204048,Daylight,Rangpur,5,1,Rickshaw,Under construction,Narrow road,Urban
BD202300877,Slight,04-01-2023,22.767675,90.282508,Daylight,Barisal,8,5,Van,Wet or damp,Dual carriage,Rural
BD202300878,Serious,14-09-2023,23.950651,90.346044,Daylight,Gazipur,6,4,Motorcycle,Slippery,Dual carriage,Rural
BD202300879,Serious,17-07-2023,23.93263,90.528795,Darkness - lights lit,Gazipur,5,4,Van,Dry,Dual carriage,Rural
BD202300880,Slight,11-01-2023,23.644006,90.533481,Darkness - no lights,Narayanganj,4,1,Motorcycle,Under construction,Dual carriage,Rural
BD202300881,Slight,08-08-2023,22.936465,89.475638,Daylight,Khulna,2,1,Truck,Under construction,Narrow road,Rural
BD202300882,Slight,24-09-2023,22.717884,91.123532,Darkness - lights lit,Noakhali,10,4,Bicycle,Dry,Single lane,Urban
BD202300883,Fatal,04-04-2023,25.745469,89.269836,Darkness - lights lit,Rangpur,1,2,Car,Slippery,Dual carriage,Urban
BD202300884,Fatal,06-12-2023,22.729076,91.088864,Daylight,Noakhali,6,3,Motorcycle,Slippery,Narrow road,Urban
BD202300885,Serious,03-06-2023,22.774212,91.045696,Darkness - lights lit,Noakhali,9,3,Bus,Dry,Dual carriage,Rural
BD202300886,Serious,02-03-2023,22.926476,91.348607,Daylight,Feni,6,5,Rickshaw,Under construction,Dual carriage,Urban
BD202300887,Slight,03-03-2023,25.714527,89.229306,Darkness - no lights,Rangpur,2,5,Motorcycle,Dry,Narrow road,Urban
BD202300888,Fatal,28-08-2023,24.096751,90.523855,Darkness - no lights,Gazipur,3,2,Motorcycle,Dry,Narrow road,Urban
BD202300889,Serious,15-06-2023,24.015902,90.535453,Darkness - lights lit,Gazipur,4,2,Van,Slippery,Single lane,Rural
BD202300890,Fatal,18-04-2023,23.90854,90.377926,Darkness - no lights,Dhaka,5,5,Bus,Slippery,Dual carriage,Rural
BD202300891,Fatal,26-07-2023,23.898038,89.229975,Darkness - no lights,Kushtia,1,1,Bus,Dry,Single lane,Urban
BD202300892,Slight,03-11-2023,24.768825,90.351403,Darkness - lights lit,Mymensingh,6,1,Car,Under construction,Narrow road,Rural
BD202300893,Slight,05-07-2023,22.394776,91.712579,Daylight,Chattogram,5,2,Bicycle,Slippery,Single lane,Rural
BD202300894,Fatal,23-03-2023,23.876872,89.054414,Daylight,Kushtia,7,1,Car,Dry,Narrow road,Rural
BD202300895,Slight,28-06-2023,25.692896,89.156317,Darkness - lights lit,Rangpur,10,2,Car,Slippery,Dual carriage,Rural
BD202300896,Serious,29-11-2023,24.326142,89.867738,Daylight,Tangail,3,5,Pickup,Under construction,Narrow road,Rural
BD202300897,Serious,30-08-2023,23.918275,90.320877,Darkness - lights lit,Gazipur,6,3,Truck,Slippery,Single lane,Urban
BD202300898,Serious,18-08-2023,23.821504,90.530801,Darkness - lights lit,Dhaka,5,5,Motorcycle,Slippery,Narrow road,Urban
BD202300899,Slight,15-02-2023,24.779004,89.273909,Daylight,Bogura,9,4,Van,Wet or damp,Single lane,Rural
BD202300900,Slight,23-03-2023,23.797961,90.4277,Darkness - lights lit,Dhaka,5,2,Bicycle,Slippery,Dual carriage,Urban
BD202300901,Serious,11-12-2023,22.775576,91.052405,Darkness - lights lit,Noakhali,10,4,Car,Under construction,Dual carriage,Urban
BD202300902,Serious,24-07-2023,22.830495,89.495695,Daylight,Khulna,10,5,Truck,Wet or damp,Single lane,Rural
BD202300903,Fatal,12-02-2023,24.333066,89.806769,Daylight,Tangail,3,4,Truck,Slippery,Narrow road,Urban
BD202300904,Slight,26-04-2023,23.409714,91.254953,Darkness - lights lit,Comilla,1,1,Rickshaw,Wet or damp,Narrow road,Rural
BD202300905,Serious,27-10-2023,24.916792,89.276773,Darkness - no lights,Bogura,5,3,Bus,Under construction,Narrow road,Rural
BD202300906,Serious,05-10-2023,24.100753,89.280205,Daylight,Pabna,4,4,Bus,Slippery,Narrow road,Urban
BD202300907,Fatal,21-01-2023,23.863519,89.109249,Darkness - lights lit,Kushtia,10,5,Motorcycle,Dry,Single lane,Rural
BD202300908,Fatal,05-06-2023,22.776128,91.015805,Daylight,Noakhali,6,3,Pickup,Dry,Dual carriage,Rural
BD202300909,Slight,25-08-2023,24.705336,90.439522,Darkness - lights lit,Mymensingh,9,5,Pickup,Dry,Narrow road,Urban
BD202300910,Fatal,23-01-2023,25.809094,89.242447,Darkness - lights lit,Rangpur,8,4,Pickup,Dry,Dual carriage,Rural
BD202300911,Serious,07-11-2023,24.21958,89.90902,Daylight,Tangail,4,3,Pickup,Under construction,Single lane,Urban
BD202300912,Serious,28-10-2023,24.878911,89.430388,Darkness - no lights,Bogura,1,4,Bus,Under construction,Single lane,Rural
BD202300913,Slight,11-11-2023,23.97136,89.254525,Darkness - no lights,Pabna,9,1,Bus,Slippery,Single lane,Urban
BD202300914,Slight,03-07-2023,24.827872,89.421936,Darkness - lights lit,Bogura,4,4,Bus,Dry,Narrow road,Rural
BD202300915,Serious,23-07-2023,24.782935,89.311662,Daylight,Bogura,9,2,Motorcycle,Under construction,Narrow road,Urban
BD202300916,Slight,13-05-2023,24.348812,88.71756,Darkness - no lights,Rajshahi,3,1,Pickup,Under construction,Narrow road,Rural
BD202300917,Slight,13-02-2023,24.020665,89.345495,Darkness - lights lit,Pabna,3,3,Truck,Slippery,Dual carriage,Rural
BD202300918,Slight,23-07-2023,23.926656,89.224242,Daylight,Pabna,2,5,Bicycle,Wet or damp,Single lane,Urban
BD202300919,Serious,02-10-2023,22.800516,91.123849,Darkness - no lights,Noakhali,5,5,Van,Under construction,Dual carriage,Urban
BD202300920,Fatal,31-01-2023,24.809493,90.502248,Daylight,Mymensingh,8,2,Car,Dry,Dual carriage,Urban
BD202300921,Serious,02-04-2023,25.777939,89.309169,Daylight,Rangpur,8,1,Pickup,Under construction,Single lane,Urban
BD202300922,Fatal,14-07-2023,25.833706,89.247285,Daylight,Rangpur,1,5,Pickup,Wet or damp,Narrow road,Rural
BD202300923,Fatal,10-07-2023,24.072557,89.334961,Daylight,Pabna,6,3,Truck,Dry,Dual carriage,Rural
BD202300924,Slight,03-12-2023,24.361908,88.679085,Darkness - lights lit,Rajshahi,7,5,Van,Slippery,Dual carriage,Rural
BD202300925,Slight,02-05-2023,22.821004,89.458431,Darkness - lights lit,Khulna,9,3,Rickshaw,Under construction,Narrow road,Rural
BD202300926,Slight,20-08-2023,23.184001,89.147153,Daylight,Jessore,5,2,Truck,Under construction,Dual carriage,Rural
BD202300927,Slight,10-04-2023,22.69252,90.442991,Darkness - no lights,Barisal,5,3,Car,Under construction,Narrow road,Rural
BD202300928,Slight,29-09-2023,23.727504,90.299803,Daylight,Dhaka,6,3,Rickshaw,Dry,Single lane,Urban
BD202300929,Serious,03-03-2023,24.384896,88.583555,Darkness - no lights,Rajshahi,4,2,Car,Wet or damp,Single lane,Urban
BD202300930,Fatal,01-04-2023,24.833588,89.347371,Darkness - no lights,Bogura,2,4,Motorcycle,Wet or damp,Single lane,Rural
BD202300931,Slight,02-10-2023,23.380124,91.061756,Darkness - lights lit,Comilla,3,3,Truck,Slippery,Narrow road,Urban
BD202300932,Serious,08-08-2023,24.443285,88.556372,Darkness - no lights,Rajshahi,8,1,Motorcycle,Under construction,Dual carriage,Rural
BD202300933,Serious,01-04-2023,25.729116,89.388462,Darkness - lights lit,Rangpur,9,1,Motorcycle,Under construction,Dual carriage,Rural
BD202300934,Fatal,16-06-2023,23.232053,89.125903,Daylight,Jessore,6,5,Truck,Wet or damp,Single lane,Rural
BD202300935,Serious,16-11-2023,22.358604,91.838419,Darkness - lights lit,Chattogram,5,5,Pickup,Slippery,Single lane,Urban
BD202300936,Slight,15-03-2023,24.889679,89.432602,Daylight,Bogura,7,1,Pickup,Under construction,Dual carriage,Rural
BD202300937,Serious,11-08-2023,23.997491,89.156022,Daylight,Pabna,10,5,Bicycle,Under construction,Single lane,Rural
BD202300938,Slight,06-04-2023,23.616574,90.535893,Darkness - no lights,Narayanganj,10,1,Car,Wet or damp,Dual carriage,Urban
BD202300939,Slight,07-04-2023,24.022718,90.316925,Darkness - no lights,Gazipur,1,2,Pickup,Under construction,Narrow road,Rural
BD202300940,Serious,11-08-2023,24.27659,88.735762,Darkness - lights lit,Rajshahi,1,2,Pickup,Wet or damp,Dual carriage,Rural
BD202300941,Slight,25-09-2023,24.825261,91.819371,Darkness - lights lit,Sylhet,3,5,Bus,Wet or damp,Narrow road,Urban
BD202300942,Slight,04-09-2023,24.054527,90.398322,Darkness - no lights,Gazipur,10,1,Bicycle,Dry,Dual carriage,Rural
BD202300943,Serious,27-07-2023,22.293193,91.775336,Darkness - lights lit,Chattogram,9,4,Motorcycle,Under construction,Dual carriage,Urban
BD202300944,Fatal,12-01-2023,24.01979,89.222464,Darkness - lights lit,Pabna,9,4,Van,Dry,Single lane,Urban
BD202300945,Serious,01-12-2023,24.084789,90.368328,Daylight,Gazipur,10,1,Bicycle,Under construction,Single lane,Urban
BD202300946,Slight,07-05-2023,23.198966,89.126951,Darkness - no lights,Jessore,10,3,Motorcycle,Slippery,Dual carriage,Rural
BD202300947,Fatal,25-02-2023,23.602057,90.558238,Darkness - lights lit,Narayanganj,9,3,Pickup,Under construction,Single lane,Urban
BD202300948,Serious,03-10-2023,22.926963,91.410345,Daylight,Feni,8,1,Van,Wet or damp,Narrow road,Rural
BD202300949,Slight,14-12-2023,23.554287,90.405048,Darkness - no lights,Narayanganj,2,4,Van,Slippery,Dual carriage,Urban
BD202300950,Fatal,12-01-2023,24.854647,89.412003,Daylight,Bogura,5,2,Motorcycle,Under construction,Single lane,Rural
BD202300951,Fatal,08-05-2023,23.923673,90.520266,Darkness - lights lit,Gazipur,10,4,Motorcycle,Under construction,Narrow road,Urban
BD202300952,Fatal,22-11-2023,22.302054,91.691994,Daylight,Chattogram,8,4,Rickshaw,Wet or damp,Dual carriage,Urban
BD202300953,Slight,08-08-2023,22.92254,91.309497,Daylight,Feni,10,3,Pickup,Under construction,Narrow road,Rural
BD202300954,Serious,17-07-2023,24.665235,90.491781,Darkness - lights lit,Mymensingh,6,3,Bicycle,Dry,Single lane,Rural
BD202300955,Slight,10-04-2023,22.700108,90.326745,Daylight,Barisal,4,4,Bicycle,Slippery,Single lane,Rural
BD202300956,Fatal,26-10-2023,23.552926,91.149942,Daylight,Comilla,10,2,Van,Dry,Single lane,Rural
BD202300957,Fatal,14-12-2023,23.939395,89.17957,Darkness - no lights,Pabna,2,3,Bus,Wet or damp,Narrow road,Rural
BD202300958,Serious,01-07-2023,23.410593,91.180598,Darkness - lights lit,Comilla,3,1,Pickup,Dry,Dual carriage,Rural
BD202300959,Slight,17-11-2023,24.208301,89.920555,Daylight,Tangail,3,3,Car,Under construction,Narrow road,Rural
BD202300960,Slight,23-11-2023,23.942859,89.186352,Daylight,Kushtia,10,2,Car,Under construction,Dual carriage,Urban
BD202300961,Serious,26-04-2023,23.665632,90.429742,Darkness - lights lit,Narayanganj,2,3,Motorcycle,Under construction,Narrow road,Rural
BD202300962,Fatal,13-10-2023,24.17318,89.926888,Daylight,Tangail,2,3,Truck,Wet or damp,Single lane,Rural
BD202300963,Slight,14-02-2023,24.834682,91.769084,Darkness - lights lit,Sylhet,9,2,Rickshaw,Slippery,Dual carriage,Urban
BD202300964,Fatal,24-02-2023,23.629019,90.458831,Darkness - no lights,Narayanganj,10,5,Van,Under construction,Dual carriage,Rural
BD202300965,Serious,21-02-2023,24.05223,90.375406,Darkness - no lights,Gazipur,6,3,Van,Under construction,Single lane,Rural
BD202300966,Fatal,15-01-2023,24.842843,90.482346,Darkness - no lights,Mymensingh,9,2,Car,Dry,Narrow road,Rural
BD202300967,Fatal,18-02-2023,22.893539,91.390929,Darkness - lights lit,Feni,3,3,Rickshaw,Slippery,Narrow road,Rural
BD202300968,Serious,09-12-2023,23.921524,89.166673,Daylight,Kushtia,9,2,Car,Slippery,Single lane,Urban
BD202300969,Fatal,11-01-2023,23.623159,90.496426,Daylight,Narayanganj,3,1,Bicycle,Under construction,Single lane,Urban
BD202300970,Fatal,24-08-2023,24.337188,88.569251,Darkness - lights lit,Rajshahi,7,3,Bicycle,Dry,Single lane,Urban
BD202300971,Fatal,23-07-2023,24.09524,89.190023,Daylight,Pabna,5,1,Motorcycle,Under construction,Narrow road,Urban
BD202300972,Serious,15-02-2023,23.375484,91.101048,Darkness - lights lit,Comilla,1,1,Van,Slippery,Narrow road,Urban
BD202300973,Serious,28-03-2023,23.881755,90.433292,Daylight,Dhaka,3,4,Motorcycle,Under construction,Single lane,Urban
BD202300974,Slight,03-03-2023,24.419356,88.698208,Darkness - no lights,Rajshahi,10,4,Van,Slippery,Narrow road,Rural
BD202300975,Serious,19-03-2023,22.910247,89.552447,Darkness - no lights,Khulna,3,1,Pickup,Wet or damp,Single lane,Urban
BD202300976,Serious,06-11-2023,22.292324,91.698776,Daylight,Chattogram,6,5,Bus,Wet or damp,Single lane,Urban
BD202300977,Slight,26-12-2023,23.477597,91.148863,Daylight,Comilla,7,3,Pickup,Wet or damp,Single lane,Rural
BD202300978,Fatal,31-08-2023,22.82831,91.099435,Darkness - lights lit,Noakhali,9,5,Bus,Under construction,Single lane,Rural
BD202300979,Serious,20-06-2023,25.76434,89.162907,Darkness - no lights,Rangpur,9,2,Pickup,Wet or damp,Narrow road,Urban
BD202300980,Serious,20-11-2023,23.716867,90.465683,Daylight,Dhaka,6,4,Bus,Wet or damp,Narrow road,Rural
BD202300981,Slight,06-03-2023,23.939625,90.456528,Daylight,Gazipur,8,5,Truck,Wet or damp,Narrow road,Rural
BD202300982,Serious,14-07-2023,22.854915,89.655931,Darkness - lights lit,Khulna,7,3,Motorcycle,Slippery,Single lane,Urban
BD202300983,Slight,14-04-2023,24.073081,89.212952,Darkness - lights lit,Pabna,5,2,Pickup,Under construction,Single lane,Urban
BD202300984,Slight,18-07-2023,23.833583,90.320649,Daylight,Dhaka,8,5,Motorcycle,Wet or damp,Narrow road,Rural
BD202300985,Slight,12-09-2023,24.827277,89.426133,Daylight,Bogura,8,4,Truck,Slippery,Single lane,Rural
BD202300986,Slight,21-01-2023,23.487334,91.177173,Darkness - no lights,Comilla,6,1,Van,Slippery,Narrow road,Rural
BD202300987,Serious,05-08-2023,25.679206,89.347955,Darkness - lights lit,Rangpur,7,5,Truck,Under construction,Narrow road,Urban
BD202300988,Fatal,16-09-2023,24.318233,88.701015,Darkness - no lights,Rajshahi,9,4,Bus,Dry,Dual carriage,Rural
BD202300989,Slight,19-01-2023,24.769422,90.389756,Darkness - lights lit,Mymensingh,8,5,Bicycle,Wet or damp,Single lane,Rural
BD202300990,Slight,09-08-2023,22.609121,90.289281,Darkness - no lights,Barisal,7,5,Van,Under construction,Narrow road,Urban
BD202300991,Slight,27-03-2023,23.701414,90.576714,Darkness - lights lit,Narayanganj,6,1,Rickshaw,Under construction,Narrow road,Rural
BD202300992,Fatal,16-07-2023,22.715971,90.345417,Daylight,Barisal,5,1,Motorcycle,Slippery,Dual carriage,Rural
BD202300993,Serious,02-07-2023,23.492229,91.1728,Darkness - lights lit,Comilla,5,3,Pickup,Dry,Single lane,Urban
BD202300994,Serious,26-09-2023,24.775961,90.374077,Darkness - no lights,Mymensingh,7,5,Motorcycle,Under construction,Dual carriage,Urban
BD202300995,Serious,12-10-2023,23.049699,91.43726,Darkness - lights lit,Feni,2,1,Motorcycle,Slippery,Dual carriage,Urban
BD202300996,Serious,13-05-2023,22.811595,89.61966,Daylight,Khulna,5,4,Bicycle,Dry,Narrow road,Urban
BD202300997,Slight,03-12-2023,22.979469,91.310713,Darkness - no lights,Feni,3,4,Car,Dry,Single lane,Rural
BD202300998,Fatal,06-11-2023,22.616542,90.401405,Darkness - lights lit,Barisal,1,4,Car,Dry,Single lane,Urban
BD202300999,Slight,25-01-2023,22.429924,91.856986,Daylight,Chattogram,5,2,Car,Under construction,Single lane,Urban
BD202301000,Slight,23-02-2023,24.03713,89.14773,Darkness - no lights,Pabna,10,4,Rickshaw,Under construction,Dual carriage,Rural
BD202301001,Slight,02-06-2023,22.900809,91.351607,Darkness - no lights,Feni,2,5,Motorcycle,Slippery,Single lane,Urban
BD202301002,Slight,10-10-2023,23.881282,90.523317,Daylight,Dhaka,9,1,Bicycle,Wet or damp,Single lane,Urban
BD202301003,Serious,07-07-2023,25.692172,89.338103,Daylight,Rangpur,3,3,Bicycle,Under construction,Narrow road,Urban
BD202301004,Serious,07-07-2023,23.638374,90.388034,Darkness - no lights,Narayanganj,10,2,Pickup,Dry,Dual carriage,Urban
BD202301005,Slight,23-09-2023,22.825283,91.173226,Daylight,Noakhali,1,3,Bus,Wet or damp,Narrow road,Urban
BD202301006,Slight,26-05-2023,25.699125,89.370567,Daylight,Rangpur,6,2,Motorcycle,Slippery,Single lane,Rural
BD202301007,Slight,09-04-2023,23.570852,90.398754,Daylight,Narayanganj,8,3,Motorcycle,Under construction,Narrow road,Urban
BD202301008,Slight,23-06-2023,23.555588,90.581281,Darkness - lights lit,Narayanganj,7,1,Bus,Dry,Single lane,Urban
BD202301009,Slight,24-06-2023,22.829061,89.611567,Darkness - no lights,Khulna,3,4,Rickshaw,Dry,Dual carriage,Rural
BD202301010,Slight,26-12-2023,22.363147,91.778534,Darkness - lights lit,Chattogram,5,4,Bus,Wet or damp,Dual carriage,Urban
BD202301011,Serious,13-02-2023,22.906983,89.521937,Darkness - no lights,Khulna,4,2,Truck,Dry,Narrow road,Rural
BD202301012,Slight,19-10-2023,23.523207,91.085059,Daylight,Comilla,10,2,Pickup,Slippery,Single lane,Rural
BD202301013,Slight,09-03-2023,23.837562,90.461121,Darkness - no lights,Dhaka,6,1,Truck,Under construction,Narrow road,Rural
BD202301014,Serious,03-02-2023,24.329819,89.850538,Daylight,Tangail,3,1,Rickshaw,Under construction,Dual carriage,Rural
BD202301015,Fatal,16-02-2023,24.384444,88.608082,Darkness - lights lit,Rajshahi,9,5,Bicycle,Wet or damp,Dual carriage,Urban
BD202301016,Serious,26-10-2023,24.340154,88.529711,Darkness - lights lit,Rajshahi,6,4,Bus,Wet or damp,Dual carriage,Rural
BD202301017,Slight,12-07-2023,23.835847,89.200677,Darkness - lights lit,Kushtia,7,5,Truck,Dry,Narrow road,Rural
BD202301018,Fatal,31-01-2023,23.512751,91.152662,Darkness - lights lit,Comilla,1,5,Truck,Wet or damp,Single lane,Rural
BD202301019,Fatal,24-05-2023,23.528497,91.080284,Daylight,Comilla,3,2,Truck,Slippery,Narrow road,Urban
BD202301020,Serious,29-03-2023,22.841655,91.188162,Daylight,Noakhali,4,1,Rickshaw,Wet or damp,Narrow road,Rural
BD202301021,Fatal,03-02-2023,23.530573,91.150368,Daylight,Comilla,2,3,Pickup,Wet or damp,Dual carriage,Urban
BD202301022,Slight,24-04-2023,24.412647,88.606692,Daylight,Rajshahi,6,4,Bus,Wet or damp,Narrow road,Rural
BD202301023,Fatal,06-02-2023,23.050028,91.396183,Darkness - lights lit,Feni,3,3,Van,Dry,Single lane,Urban
BD202301024,Fatal,08-04-2023,23.863271,90.311357,Daylight,Dhaka,6,4,Pickup,Wet or damp,Dual carriage,Urban
BD202301025,Fatal,21-05-2023,23.641605,90.512468,Darkness - lights lit,Narayanganj,9,1,Pickup,Slippery,Narrow road,Rural
BD202301026,Fatal,28-02-2023,24.022995,90.466954,Daylight,Gazipur,7,5,Van,Slippery,Single lane,Urban
BD202301027,Serious,19-08-2023,24.084622,90.488564,Darkness - lights lit,Gazipur,7,1,Bicycle,Wet or damp,Dual carriage,Urban
